timestamp,engineId,missionId,missionPhase,altitude,ambientTemperature,throttle,load,rpm,egt,cht,oilTemperature,oilPressure,fuelFlow,vibration,batteryVoltage,expectedRpm,expectedEgt,expectedCht,expectedOilTemperature,expectedOilPressure,expectedFuelFlow,expectedVibration,rpmResidual,egtResidual,chtResidual,oilTemperatureResidual,oilPressureResidual,fuelFlowResidual,vibrationResidual,normalizedRpmResidual,normalizedEgtResidual,normalizedChtResidual,normalizedOilTemperatureResidual,normalizedOilPressureResidual,normalizedFuelFlowResidual,normalizedVibrationResidual,runId,faultType,faultSeverity,faultStartTime,faultActive
2026-01-01T00:00:01Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9037402420015569,0.7462597579984431,5283.09261046026,1115.5329722968067,46.88832430742017,18.387488926357058,464.15463052301305,31.171182376542873,9.536865453801068,14.2,5283.09261046026,1115.5329722968067,46.88832430742017,18.387488926357058,464.15463052301305,31.171182376542873,9.536865453801068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:02Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9074221187776357,0.7425778812223643,5303.342932728694,1119.6894851102556,71.19172900443455,21.64824466893621,465.1671466364347,31.312389725115096,9.008608306799909,14.2,5303.342932728694,1119.6894851102556,71.19172900443455,21.64824466893621,465.1671466364347,31.312389725115096,9.008608306799909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:03Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9109881758725814,0.7390118241274186,5322.956246750895,1123.721290695219,93.16558837137157,24.78706079394302,466.14781233754474,31.449342223298576,9.097915438512377,14.2,5322.956246750895,1123.721290695219,93.16558837137157,24.78706079394302,466.14781233754474,31.449342223298576,9.097915438512377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:04Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9143827661581261,0.7356172338418739,5341.626493321391,1127.5647703422144,113.03814879278977,27.808406631772282,467.0813246660695,31.57988098829462,9.70842217260372,14.2,5341.626493321391,1127.5647703422144,113.03814879278977,27.808406631772282,467.0813246660695,31.57988098829462,9.70842217260372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:05Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9175529181882139,0.7324470818117861,5359.062329486874,1131.159017549825,131.0133093522564,30.716446617112393,467.9531164743437,31.701940208175117,9.995535235548072,14.2,5359.062329486874,1131.159017549825,131.0133093522564,30.716446617112393,467.9531164743437,31.701940208175117,9.995535235548072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:06Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9204491628007,0.7295508371993,5374.991674855547,1134.4468460067783,147.27314956720022,33.51506082354482,468.74958374277736,31.81358115991774,9.575991804225273,14.2,5374.991674855547,1134.4468460067783,147.27314956720022,33.51506082354482,468.74958374277736,31.81358115991774,9.575991804225273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:07Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9230263050670808,0.7269736949329192,5389.165957320642,1137.375750421596,161.9802283710201,36.207866514735144,469.45829786603207,31.913024581680613,9.076512678927147,14.2,5389.165957320642,1137.375750421596,161.9802283710201,36.207866514735144,469.45829786603207,31.913024581680613,9.076512678927147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:08Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.925244129544237,0.7247558704557631,5401.363991945001,1139.8988009365266,175.27967555733125,38.79824051274727,470.06819959725004,31.998680761979283,9.235514388915414,14.2,5401.363991945001,1139.8988009365266,175.27967555733125,38.79824051274727,470.06819959725004,31.998680761979283,9.235514388915414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:09Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9270680278229729,0.7229319721770271,5411.395432478048,1141.975452433303,187.3010943124307,41.289342165788284,470.5697716239024,32.06917672964342,9.844841650988792,14.2,5411.395432478048,1141.975452433303,187.3010943124307,41.289342165788284,470.5697716239024,32.06917672964342,9.844841650988792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
2026-01-01T00:00:10Z,ENG-DATASET-000,MSN-NORMAL-000,TAKEOFF,500.0,10.0,0.9284695385806676,0.7215304614193324,5419.103741645369,1143.5722512042582,198.16029116129408,43.68413668308312,470.9551870822685,32.1233799686546,10.047679854714854,14.2,5419.103741645369,1143.5722512042582,198.16029116129408,43.68413668308312,470.9551870822685,32.1233799686546,10.047679854714854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NORMAL,0.0,2026-01-01T00:02:00+00:00,False
